Time(min)	BIS	InfusionRate(mg/min)	Q1	Q2	Q3	Ce	Kp	Ki	Kd	
4.950000	38.929276	9.000000	29.332273	65.906638	45.609145	3.729247	2.000000	0.200000	0.100000
4.960000	38.921767	9.000000	29.232812	65.951240	45.660551	3.730065	2.000000	0.200000	0.100000
4.970000	38.914451	9.000000	29.134184	65.995508	45.711776	3.730862	2.000000	0.200000	0.100000
4.980000	38.907327	9.000000	29.036380	66.039445	45.762820	3.731638	2.000000	0.200000	0.100000
4.990000	38.900393	9.000000	28.939394	66.083054	45.813685	3.732393	2.000000	0.200000	0.100000
5.000000	38.893646	9.000000	28.843219	66.126337	45.864372	3.733128	2.000000	0.200000	0.100000
5.010000	38.887086	9.000000	28.747849	66.169298	45.914884	3.733842	2.000000	0.200000	0.100000
5.020000	38.880709	9.000000	28.653277	66.211938	45.965221	3.734536	2.000000	0.200000	0.100000
5.030000	38.874515	9.000000	28.559496	66.254261	46.015385	3.735210	2.000000	0.200000	0.100000
5.040000	38.868501	9.000000	28.466499	66.296269	46.065377	3.735864	2.000000	0.200000	0.100000
5.050000	38.862666	9.000000	28.374281	66.337965	46.115199	3.736498	2.000000	0.200000	0.100000
5.060000	38.857007	9.000000	28.282834	66.379350	46.164852	3.737113	2.000000	0.200000	0.100000
5.070000	38.851524	9.000000	28.192152	66.420429	46.214338	3.737708	2.000000	0.200000	0.100000
5.080000	38.846214	9.000000	28.102230	66.461204	46.263658	3.738284	2.000000	0.200000	0.100000
5.090000	38.841076	9.000000	28.013059	66.501676	46.312813	3.738842	2.000000	0.200000	0.100000
5.100000	38.836108	9.000000	27.924635	66.541848	46.361805	3.739380	2.000000	0.200000	0.100000
5.110000	38.831308	9.000000	27.836951	66.581724	46.410635	3.739900	2.000000	0.200000	0.100000
5.120000	38.826675	9.000000	27.750001	66.621305	46.459304	3.740402	2.000000	0.200000	0.100000
5.130000	38.822207	9.000000	27.663778	66.660593	46.507814	3.740885	2.000000	0.200000	0.100000
5.140000	38.817902	9.000000	27.578278	66.699592	46.556166	3.741350	2.000000	0.200000	0.100000
5.150000	38.813759	9.000000	27.493493	66.738304	46.604361	3.741797	2.000000	0.200000	0.100000
5.160000	38.809775	9.000000	27.409417	66.776730	46.652402	3.742227	2.000000	0.200000	0.100000
5.170000	38.805951	9.000000	27.326046	66.814874	46.700288	3.742639	2.000000	0.200000	0.100000
5.180000	38.802284	9.000000	27.243372	66.852738	46.748021	3.743033	2.000000	0.200000	0.100000
5.190000	38.798772	9.000000	27.161391	66.890324	46.795603	3.743411	2.000000	0.200000	0.100000
5.200000	38.795413	9.000000	27.080096	66.927634	46.843035	3.743771	2.000000	0.200000	0.100000
5.210000	38.792208	9.000000	26.999482	66.964670	46.890318	3.744114	2.000000	0.200000	0.100000
5.220000	38.789153	9.000000	26.919543	67.001436	46.937453	3.744441	2.000000	0.200000	0.100000
5.230000	38.786248	9.000000	26.840273	67.037932	46.984441	3.744750	2.000000	0.200000	0.100000
5.240000	38.783491	9.000000	26.761668	67.074162	47.031284	3.745044	2.000000	0.200000	0.100000
5.250000	38.780880	9.000000	26.683720	67.110128	47.077984	3.745321	2.000000	0.200000	0.100000
5.260000	38.778414	9.000000	26.606425	67.145831	47.124540	3.745582	2.000000	0.200000	0.100000
5.270000	38.776092	9.000000	26.529778	67.181274	47.170955	3.745827	2.000000	0.200000	0.100000
5.280000	38.773912	9.000000	26.453773	67.216459	47.217229	3.746057	2.000000	0.200000	0.100000
5.290000	38.771873	9.000000	26.378405	67.251389	47.263363	3.746270	2.000000	0.200000	0.100000
5.300000	38.769974	9.000000	26.303668	67.286064	47.309360	3.746468	2.000000	0.200000	0.100000
5.310000	38.768213	9.000000	26.229557	67.320488	47.355219	3.746651	2.000000	0.200000	0.100000
5.320000	38.766588	9.000000	26.156067	67.354663	47.400943	3.746819	2.000000	0.200000	0.100000
5.330000	38.765099	9.000000	26.083193	67.388590	47.446532	3.746971	2.000000	0.200000	0.100000
5.340000	38.763744	9.000000	26.010929	67.422272	47.491987	3.747108	2.000000	0.200000	0.100000
5.350000	38.762522	9.000000	25.939271	67.455710	47.537309	3.747231	2.000000	0.200000	0.100000
5.360000	38.761431	9.000000	25.868214	67.488907	47.582501	3.747339	2.000000	0.200000	0.100000
5.370000	38.760471	9.000000	25.797752	67.521865	47.627561	3.747433	2.000000	0.200000	0.100000
5.380000	38.759639	9.000000	25.727881	67.554585	47.672493	3.747512	2.000000	0.200000	0.100000
5.390000	38.758935	9.000000	25.658595	67.587070	47.717296	3.747577	2.000000	0.200000	0.100000
5.400000	38.758358	9.000000	25.589890	67.619321	47.761973	3.747628	2.000000	0.200000	0.100000
5.410000	38.757906	9.000000	25.521761	67.651341	47.806523	3.747665	2.000000	0.200000	0.100000
5.420000	38.757578	9.000000	25.454204	67.683131	47.850948	3.747688	2.000000	0.200000	0.100000
5.430000	38.757372	9.000000	25.387212	67.714694	47.895249	3.747697	2.000000	0.200000	0.100000
5.440000	38.757288	9.000000	25.320783	67.746030	47.939427	3.747693	2.000000	0.200000	0.100000
5.450000	38.757325	9.000000	25.254910	67.777143	47.983483	3.747676	2.000000	0.200000	0.100000
5.460000	38.757481	9.000000	25.189590	67.808034	48.027418	3.747645	2.000000	0.200000	0.100000
5.470000	38.757755	9.000000	25.124818	67.838704	48.071234	3.747601	2.000000	0.200000	0.100000
5.480000	38.758145	9.000000	25.060589	67.869156	48.114930	3.747544	2.000000	0.200000	0.100000
5.490000	38.758652	9.000000	24.996898	67.899391	48.158509	3.747474	2.000000	0.200000	0.100000
5.500000	38.759273	9.000000	24.933742	67.929411	48.201970	3.747391	2.000000	0.200000	0.100000
5.510000	38.760008	9.000000	24.871116	67.959218	48.245316	3.747296	2.000000	0.200000	0.100000
5.520000	38.760855	9.000000	24.809015	67.988814	48.288546	3.747188	2.000000	0.200000	0.100000
5.530000	38.761813	9.000000	24.747435	68.018200	48.331663	3.747068	2.000000	0.200000	0.100000
5.540000	38.762882	9.000000	24.686372	68.047379	48.374666	3.746935	2.000000	0.200000	0.100000
5.550000	38.764060	9.000000	24.625821	68.076351	48.417557	3.746791	2.000000	0.200000	0.100000
5.560000	38.765346	9.000000	24.565778	68.105119	48.460337	3.746634	2.000000	0.200000	0.100000
5.570000	38.766739	9.000000	24.506239	68.133684	48.503007	3.746466	2.000000	0.200000	0.100000
5.580000	38.768238	9.000000	24.447200	68.162048	48.545567	3.746285	2.000000	0.200000	0.100000
5.590000	38.769842	9.000000	24.388656	68.190212	48.588018	3.746093	2.000000	0.200000	0.100000
5.600000	38.771550	9.000000	24.330604	68.218179	48.630362	3.745889	2.000000	0.200000	0.100000
5.610000	38.773361	9.000000	24.273039	68.245950	48.672600	3.745674	2.000000	0.200000	0.100000
5.620000	38.775274	9.000000	24.215957	68.273526	48.714731	3.745448	2.000000	0.200000	0.100000
5.630000	38.777287	9.000000	24.159355	68.300909	48.756758	3.745210	2.000000	0.200000	0.100000
5.640000	38.779401	9.000000	24.103228	68.328101	48.798680	3.744961	2.000000	0.200000	0.100000
5.650000	38.781614	9.000000	24.047572	68.355103	48.840500	3.744702	2.000000	0.200000	0.100000
5.660000	38.783925	9.000000	23.992384	68.381917	48.882216	3.744431	2.000000	0.200000	0.100000
5.670000	38.786332	9.000000	23.937659	68.408545	48.923832	3.744150	2.000000	0.200000	0.100000
5.680000	38.788836	9.000000	23.883393	68.434987	48.965347	3.743858	2.000000	0.200000	0.100000
5.690000	38.791435	9.000000	23.829584	68.461246	49.006762	3.743555	2.000000	0.200000	0.100000
5.700000	38.794129	9.000000	23.776226	68.487323	49.048077	3.743242	2.000000	0.200000	0.100000
5.710000	38.796915	9.000000	23.723317	68.513219	49.089295	3.742918	2.000000	0.200000	0.100000
5.720000	38.799794	9.000000	23.670853	68.538936	49.130416	3.742585	2.000000	0.200000	0.100000
5.730000	38.802765	9.000000	23.618829	68.564476	49.171439	3.742241	2.000000	0.200000	0.100000
5.740000	38.805826	9.000000	23.567242	68.589839	49.212368	3.741887	2.000000	0.200000	0.100000
5.750000	38.808977	9.000000	23.516089	68.615028	49.253201	3.741523	2.000000	0.200000	0.100000
5.760000	38.812217	9.000000	23.465366	68.640044	49.293940	3.741149	2.000000	0.200000	0.100000
5.770000	38.815545	9.000000	23.415069	68.664888	49.334585	3.740766	2.000000	0.200000	0.100000
5.780000	38.818959	9.000000	23.365195	68.689562	49.375138	3.740373	2.000000	0.200000	0.100000
5.790000	38.822461	9.000000	23.315740	68.714067	49.415599	3.739971	2.000000	0.200000	0.100000
5.800000	38.826047	9.000000	23.266701	68.738404	49.455969	3.739559	2.000000	0.200000	0.100000
5.810000	38.829718	9.000000	23.218074	68.762575	49.496249	3.739137	2.000000	0.200000	0.100000
5.820000	38.833473	9.000000	23.169857	68.786581	49.536439	3.738707	2.000000	0.200000	0.100000
5.830000	38.837311	9.000000	23.122044	68.810424	49.576541	3.738267	2.000000	0.200000	0.100000
5.840000	38.841231	9.000000	23.074634	68.834105	49.616554	3.737818	2.000000	0.200000	0.100000
5.850000	38.845232	9.000000	23.027623	68.857625	49.656480	3.737360	2.000000	0.200000	0.100000
5.860000	38.849314	9.000000	22.981007	68.880985	49.696319	3.736894	2.000000	0.200000	0.100000
5.870000	38.853476	9.000000	22.934783	68.904188	49.736072	3.736418	2.000000	0.200000	0.100000
5.880000	38.857716	9.000000	22.888948	68.927233	49.775741	3.735934	2.000000	0.200000	0.100000
5.890000	38.862035	9.000000	22.843499	68.950123	49.815324	3.735442	2.000000	0.200000	0.100000
5.900000	38.866431	9.000000	22.798433	68.972859	49.854824	3.734940	2.000000	0.200000	0.100000
5.910000	38.870904	9.000000	22.753745	68.995442	49.894241	3.734431	2.000000	0.200000	0.100000
5.920000	38.875452	9.000000	22.709434	69.017873	49.933575	3.733913	2.000000	0.200000	0.100000
5.930000	38.880076	9.000000	22.665496	69.040154	49.972828	3.733387	2.000000	0.200000	0.100000
5.940000	38.884774	9.000000	22.621927	69.062286	50.011999	3.732853	2.000000	0.200000	0.100000
5.950000	38.889545	9.000000	22.578726	69.084269	50.051090	3.732310	2.000000	0.200000	0.100000
5.960000	38.894390	9.000000	22.535888	69.106106	50.090102	3.731760	2.000000	0.200000	0.100000
5.970000	38.899307	9.000000	22.493411	69.127797	50.129034	3.731202	2.000000	0.200000	0.100000
5.980000	38.904295	9.000000	22.451291	69.149344	50.167888	3.730635	2.000000	0.200000	0.100000
5.990000	38.909354	9.000000	22.409527	69.170748	50.206665	3.730062	2.000000	0.200000	0.100000
6.000000	38.914483	9.000000	22.368114	69.192010	50.245364	3.729480	2.000000	0.200000	0.100000
6.010000	38.919682	9.000000	22.327050	69.213131	50.283986	3.728891	2.000000	0.200000	0.100000
6.020000	38.924949	9.000000	22.286332	69.234112	50.322533	3.728295	2.000000	0.200000	0.100000
6.030000	38.930284	9.000000	22.245957	69.254955	50.361005	3.727691	2.000000	0.200000	0.100000
6.040000	38.935687	9.000000	22.205922	69.275661	50.399402	3.727079	2.000000	0.200000	0.100000
6.050000	38.941156	9.000000	22.166225	69.296230	50.437725	3.726461	2.000000	0.200000	0.100000
6.060000	38.946691	9.000000	22.126862	69.316664	50.475975	3.725835	2.000000	0.200000	0.100000
6.070000	38.952291	9.000000	22.087831	69.336964	50.514152	3.725203	2.000000	0.200000	0.100000
6.080000	38.957956	9.000000	22.049129	69.357132	50.552257	3.724563	2.000000	0.200000	0.100000
6.090000	38.963686	9.000000	22.010754	69.377167	50.590291	3.723916	2.000000	0.200000	0.100000
6.100000	38.969478	9.000000	21.972702	69.397072	50.628253	3.723263	2.000000	0.200000	0.100000
6.110000	38.975333	9.000000	21.934971	69.416847	50.666145	3.722602	2.000000	0.200000	0.100000
6.120000	38.981251	9.000000	21.897558	69.436494	50.703968	3.721935	2.000000	0.200000	0.100000
6.130000	38.987230	9.000000	21.860461	69.456013	50.741721	3.721261	2.000000	0.200000	0.100000
6.140000	38.993269	9.000000	21.823677	69.475406	50.779406	3.720581	2.000000	0.200000	0.100000
6.150000	38.999369	9.000000	21.787203	69.494673	50.817022	3.719894	2.000000	0.200000	0.100000
6.160000	39.005529	9.000000	21.751037	69.513816	50.854571	3.719201	2.000000	0.200000	0.100000
6.170000	39.011748	9.000000	21.715176	69.532835	50.892053	3.718502	2.000000	0.200000	0.100000
6.180000	39.018025	9.000000	21.679618	69.551732	50.929469	3.717796	2.000000	0.200000	0.100000
6.190000	39.024360	9.000000	21.644360	69.570508	50.966819	3.717084	2.000000	0.200000	0.100000
6.200000	39.030752	9.000000	21.609399	69.589164	51.004104	3.716365	2.000000	0.200000	0.100000
6.210000	39.037201	9.000000	21.574734	69.607700	51.041324	3.715641	2.000000	0.200000	0.100000
6.220000	39.043707	9.000000	21.540362	69.626117	51.078480	3.714911	2.000000	0.200000	0.100000
6.230000	39.050267	9.000000	21.506279	69.644418	51.115572	3.714175	2.000000	0.200000	0.100000
6.240000	39.056883	9.000000	21.472485	69.662602	51.152601	3.713433	2.000000	0.200000	0.100000
6.250000	39.063553	9.000000	21.438976	69.680670	51.189567	3.712685	2.000000	0.200000	0.100000
6.260000	39.070277	9.000000	21.405750	69.698624	51.226472	3.711931	2.000000	0.200000	0.100000
6.270000	39.077054	9.000000	21.372805	69.716464	51.263314	3.711172	2.000000	0.200000	0.100000
6.280000	39.083884	9.000000	21.340139	69.734192	51.300096	3.710407	2.000000	0.200000	0.100000
6.290000	39.090767	9.000000	21.307748	69.751808	51.336817	3.709636	2.000000	0.200000	0.100000
6.300000	39.097701	9.000000	21.275631	69.769313	51.373478	3.708860	2.000000	0.200000	0.100000
6.310000	39.104686	9.000000	21.243786	69.786709	51.410080	3.708079	2.000000	0.200000	0.100000
6.320000	39.111722	9.000000	21.212210	69.803995	51.446622	3.707292	2.000000	0.200000	0.100000
6.330000	39.118808	9.000000	21.180901	69.821173	51.483106	3.706500	2.000000	0.200000	0.100000
6.340000	39.125943	9.000000	21.149857	69.838244	51.519532	3.705703	2.000000	0.200000	0.100000
6.350000	39.133128	9.000000	21.119075	69.855209	51.555900	3.704900	2.000000	0.200000	0.100000
6.360000	39.140361	9.000000	21.088554	69.872068	51.592211	3.704093	2.000000	0.200000	0.100000
6.370000	39.147642	9.000000	21.058291	69.888822	51.628466	3.703280	2.000000	0.200000	0.100000
6.380000	39.154971	9.000000	21.028284	69.905473	51.664664	3.702462	2.000000	0.200000	0.100000
6.390000	39.162347	9.000000	20.998532	69.922021	51.700806	3.701640	2.000000	0.200000	0.100000
6.400000	39.169769	9.000000	20.969030	69.938467	51.736894	3.700812	2.000000	0.200000	0.100000
6.410000	39.177237	9.000000	20.939779	69.954812	51.772926	3.699980	2.000000	0.200000	0.100000
6.420000	39.184752	9.000000	20.910775	69.971057	51.808904	3.699143	2.000000	0.200000	0.100000
6.430000	39.192311	9.000000	20.882017	69.987201	51.844828	3.698301	2.000000	0.200000	0.100000
6.440000	39.199915	9.000000	20.853503	70.003248	51.880699	3.697455	2.000000	0.200000	0.100000
6.450000	39.207563	9.000000	20.825230	70.019196	51.916517	3.696604	2.000000	0.200000	0.100000
6.460000	39.215255	9.000000	20.797196	70.035047	51.952282	3.695748	2.000000	0.200000	0.100000
6.470000	39.222990	9.000000	20.769401	70.050802	51.987995	3.694888	2.000000	0.200000	0.100000
6.480000	39.230767	9.000000	20.741840	70.066461	52.023656	3.694024	2.000000	0.200000	0.100000
6.490000	39.238588	9.000000	20.714513	70.082026	52.059266	3.693155	2.000000	0.200000	0.100000
6.500000	39.246450	9.000000	20.687418	70.097496	52.094826	3.692282	2.000000	0.200000	0.100000
6.510000	39.254353	9.000000	20.660553	70.112874	52.130334	3.691404	2.000000	0.200000	0.100000
6.520000	39.262298	9.000000	20.633915	70.128159	52.165793	3.690523	2.000000	0.200000	0.100000
6.530000	39.270283	9.000000	20.607504	70.143352	52.201202	3.689637	2.000000	0.200000	0.100000
6.540000	39.278308	9.000000	20.581316	70.158454	52.236562	3.688747	2.000000	0.200000	0.100000
6.550000	39.286373	9.000000	20.555351	70.173467	52.271874	3.687853	2.000000	0.200000	0.100000
6.560000	39.294477	9.000000	20.529605	70.188390	52.307137	3.686955	2.000000	0.200000	0.100000
6.570000	39.302620	9.000000	20.504079	70.203224	52.342351	3.686053	2.000000	0.200000	0.100000
6.580000	39.310802	9.000000	20.478769	70.217970	52.377519	3.685147	2.000000	0.200000	0.100000
6.590000	39.319021	9.000000	20.453674	70.232629	52.412639	3.684237	2.000000	0.200000	0.100000
6.600000	39.327278	9.000000	20.428791	70.247201	52.447712	3.683323	2.000000	0.200000	0.100000
6.610000	39.335572	9.000000	20.404121	70.261688	52.482739	3.682406	2.000000	0.200000	0.100000
6.620000	39.343903	9.000000	20.379659	70.276089	52.517720	3.681485	2.000000	0.200000	0.100000
6.630000	39.352271	9.000000	20.355406	70.290406	52.552655	3.680560	2.000000	0.200000	0.100000
6.640000	39.360674	9.000000	20.331359	70.304639	52.587545	3.679631	2.000000	0.200000	0.100000
6.650000	39.369113	9.000000	20.307516	70.318789	52.622390	3.678699	2.000000	0.200000	0.100000
6.660000	39.377587	9.000000	20.283875	70.332857	52.657191	3.677764	2.000000	0.200000	0.100000
6.670000	39.386096	9.000000	20.260436	70.346843	52.691947	3.676825	2.000000	0.200000	0.100000
6.680000	39.394640	9.000000	20.237196	70.360748	52.726660	3.675882	2.000000	0.200000	0.100000
6.690000	39.403217	9.000000	20.214153	70.374573	52.761329	3.674937	2.000000	0.200000	0.100000
6.700000	39.411828	9.000000	20.191307	70.388318	52.795956	3.673987	2.000000	0.200000	0.100000
6.710000	39.420472	9.000000	20.168655	70.401984	52.830539	3.673035	2.000000	0.200000	0.100000
6.720000	39.429150	9.000000	20.146196	70.415572	52.865080	3.672079	2.000000	0.200000	0.100000
6.730000	39.437859	9.000000	20.123927	70.429081	52.899579	3.671120	2.000000	0.200000	0.100000
6.740000	39.446601	9.000000	20.101849	70.442514	52.934037	3.670158	2.000000	0.200000	0.100000
6.750000	39.455375	9.000000	20.079958	70.455870	52.968453	3.669192	2.000000	0.200000	0.100000
6.760000	39.464180	9.000000	20.058254	70.469150	53.002828	3.668224	2.000000	0.200000	0.100000
6.770000	39.473016	9.000000	20.036734	70.482355	53.037163	3.667252	2.000000	0.200000	0.100000
6.780000	39.481883	9.000000	20.015398	70.495486	53.071457	3.666278	2.000000	0.200000	0.100000
6.790000	39.490781	9.000000	19.994244	70.508542	53.105712	3.665300	2.000000	0.200000	0.100000
6.800000	39.499708	9.000000	19.973270	70.521525	53.139926	3.664320	2.000000	0.200000	0.100000
6.810000	39.508665	9.000000	19.952474	70.534435	53.174102	3.663337	2.000000	0.200000	0.100000
6.820000	39.517652	9.000000	19.931856	70.547273	53.208238	3.662350	2.000000	0.200000	0.100000
6.830000	39.526667	9.000000	19.911414	70.560039	53.242336	3.661361	2.000000	0.200000	0.100000
6.840000	39.535711	9.000000	19.891146	70.572734	53.276396	3.660370	2.000000	0.200000	0.100000
6.850000	39.544784	9.000000	19.871051	70.585359	53.310417	3.659375	2.000000	0.200000	0.100000
6.860000	39.553884	9.000000	19.851128	70.597914	53.344401	3.658378	2.000000	0.200000	0.100000
6.870000	39.563013	9.000000	19.831374	70.610399	53.378347	3.657378	2.000000	0.200000	0.100000
6.880000	39.572168	9.000000	19.811789	70.622816	53.412257	3.656376	2.000000	0.200000	0.100000
6.890000	39.581351	9.000000	19.792372	70.635165	53.446129	3.655371	2.000000	0.200000	0.100000
6.900000	39.590560	9.000000	19.773120	70.647445	53.479965	3.654363	2.000000	0.200000	0.100000
6.910000	39.599795	9.000000	19.754032	70.659659	53.513765	3.653353	2.000000	0.200000	0.100000
6.920000	39.609057	9.000000	19.735108	70.671806	53.547529	3.652341	2.000000	0.200000	0.100000
6.930000	39.618345	9.000000	19.716345	70.683888	53.581258	3.651326	2.000000	0.200000	0.100000
6.940000	39.627658	9.000000	19.697743	70.695903	53.614951	3.650308	2.000000	0.200000	0.100000
6.950000	39.636996	9.000000	19.679300	70.707854	53.648609	3.649288	2.000000	0.200000	0.100000
6.960000	39.646358	9.000000	19.661014	70.719741	53.682233	3.648266	2.000000	0.200000	0.100000
6.970000	39.655746	9.000000	19.642885	70.731563	53.715822	3.647242	2.000000	0.200000	0.100000
6.980000	39.665158	9.000000	19.624911	70.743322	53.749377	3.646215	2.000000	0.200000	0.100000
6.990000	39.674593	9.000000	19.607091	70.755019	53.782898	3.645187	2.000000	0.200000	0.100000
7.000000	39.684053	9.000000	19.589423	70.766653	53.816385	3.644156	2.000000	0.200000	0.100000
7.010000	39.693535	9.000000	19.571907	70.778225	53.849840	3.643122	2.000000	0.200000	0.100000
7.020000	39.703041	9.000000	19.554540	70.789736	53.883261	3.642087	2.000000	0.200000	0.100000
7.030000	39.712570	9.000000	19.537323	70.801186	53.916649	3.641050	2.000000	0.200000	0.100000
7.040000	39.722121	9.000000	19.520252	70.812576	53.950005	3.640010	2.000000	0.200000	0.100000
7.050000	39.731694	9.000000	19.503328	70.823906	53.983329	3.638969	2.000000	0.200000	0.100000
7.060000	39.741289	9.000000	19.486550	70.835176	54.016621	3.637926	2.000000	0.200000	0.100000
7.070000	39.750906	9.000000	19.469914	70.846388	54.049881	3.636880	2.000000	0.200000	0.100000
7.080000	39.760544	9.000000	19.453422	70.857541	54.083110	3.635833	2.000000	0.200000	0.100000
7.090000	39.770203	9.000000	19.437071	70.868636	54.116308	3.634784	2.000000	0.200000	0.100000
7.100000	39.779884	9.000000	19.420861	70.879674	54.149475	3.633733	2.000000	0.200000	0.100000
7.110000	39.789584	9.000000	19.404789	70.890655	54.182611	3.632680	2.000000	0.200000	0.100000
7.120000	39.799305	9.000000	19.388855	70.901580	54.215717	3.631625	2.000000	0.200000	0.100000
7.130000	39.809047	9.000000	19.373059	70.912448	54.248792	3.630569	2.000000	0.200000	0.100000
7.140000	39.818807	9.000000	19.357398	70.923261	54.281838	3.629510	2.000000	0.200000	0.100000
7.150000	39.828588	9.000000	19.341871	70.934019	54.314854	3.628450	2.000000	0.200000	0.100000
7.160000	39.838388	9.000000	19.326478	70.944722	54.347841	3.627389	2.000000	0.200000	0.100000
7.170000	39.848206	9.000000	19.311217	70.955371	54.380798	3.626326	2.000000	0.200000	0.100000
7.180000	39.858044	9.000000	19.296088	70.965966	54.413727	3.625261	2.000000	0.200000	0.100000
7.190000	39.867900	9.000000	19.281088	70.976507	54.446627	3.624194	2.000000	0.200000	0.100000
7.200000	39.877774	9.000000	19.266218	70.986996	54.479499	3.623126	2.000000	0.200000	0.100000
7.210000	39.887666	9.000000	19.251475	70.997432	54.512342	3.622057	2.000000	0.200000	0.100000
7.220000	39.897576	9.000000	19.236860	71.007816	54.545157	3.620986	2.000000	0.200000	0.100000
7.230000	39.907504	9.000000	19.222370	71.018149	54.577945	3.619913	2.000000	0.200000	0.100000
7.240000	39.917449	9.000000	19.208005	71.028430	54.610705	3.618839	2.000000	0.200000	0.100000
7.250000	39.927410	9.000000	19.193764	71.038660	54.643438	3.617764	2.000000	0.200000	0.100000
7.260000	39.937389	9.000000	19.179645	71.048840	54.676144	3.616687	2.000000	0.200000	0.100000
7.270000	39.947384	9.000000	19.165649	71.058970	54.708823	3.615609	2.000000	0.200000	0.100000
7.280000	39.957396	9.000000	19.151773	71.069050	54.741475	3.614529	2.000000	0.200000	0.100000
7.290000	39.967424	9.000000	19.138016	71.079081	54.774101	3.613448	2.000000	0.200000	0.100000
7.300000	39.977467	9.000000	19.124378	71.089064	54.806701	3.612366	2.000000	0.200000	0.100000
7.310000	39.987527	9.000000	19.110858	71.098998	54.839275	3.611283	2.000000	0.200000	0.100000
7.320000	39.997601	9.000000	19.097455	71.108884	54.871823	3.610198	2.000000	0.200000	0.100000
7.330000	40.007691	9.000000	19.084168	71.118722	54.904345	3.609112	2.000000	0.200000	0.100000
7.340000	40.017796	9.000000	19.070995	71.128513	54.936843	3.608025	2.000000	0.200000	0.100000
7.350000	40.027916	9.000000	19.057936	71.138257	54.969315	3.606937	2.000000	0.200000	0.100000
7.360000	40.038050	9.000000	19.044990	71.147955	55.001762	3.605847	2.000000	0.200000	0.100000
7.370000	40.048198	9.000000	19.032156	71.157606	55.034184	3.604757	2.000000	0.200000	0.100000
7.380000	40.058361	9.000000	19.019433	71.167212	55.066582	3.603665	2.000000	0.200000	0.100000
7.390000	40.068538	9.000000	19.006820	71.176773	55.098956	3.602572	2.000000	0.200000	0.100000
7.400000	40.078728	9.000000	18.994316	71.186288	55.131306	3.601479	2.000000	0.200000	0.100000
7.410000	40.088932	9.000000	18.981920	71.195759	55.163631	3.600384	2.000000	0.200000	0.100000
7.420000	40.099149	9.000000	18.969632	71.205186	55.195933	3.599288	2.000000	0.200000	0.100000
7.430000	40.109379	9.000000	18.957450	71.214569	55.228212	3.598191	2.000000	0.200000	0.100000
7.440000	40.119622	9.000000	18.945374	71.223908	55.260467	3.597094	2.000000	0.200000	0.100000
7.450000	40.129877	9.000000	18.933402	71.233204	55.292699	3.595995	2.000000	0.200000	0.100000
7.460000	40.140146	9.000000	18.921535	71.242457	55.324908	3.594896	2.000000	0.200000	0.100000
7.470000	40.150426	9.000000	18.909770	71.251668	55.357095	3.593795	2.000000	0.200000	0.100000
7.480000	40.160718	9.000000	18.898107	71.260836	55.389258	3.592694	2.000000	0.200000	0.100000
7.490000	40.171023	9.000000	18.886546	71.269963	55.421400	3.591592	2.000000	0.200000	0.100000
7.500000	40.181339	9.000000	18.875085	71.279048	55.453519	3.590489	2.000000	0.200000	0.100000
7.510000	40.191666	9.000000	18.863724	71.288092	55.485617	3.589385	2.000000	0.200000	0.100000
7.520000	40.202005	9.000000	18.852461	71.297095	55.517692	3.588281	2.000000	0.200000	0.100000
7.530000	40.212355	9.000000	18.841296	71.306058	55.549746	3.587175	2.000000	0.200000	0.100000
7.540000	40.222716	9.000000	18.830229	71.314980	55.581778	3.586069	2.000000	0.200000	0.100000
7.550000	40.233088	9.000000	18.819257	71.323863	55.613789	3.584963	2.000000	0.200000	0.100000
7.560000	40.243470	9.000000	18.808381	71.332706	55.645779	3.583855	2.000000	0.200000	0.100000
7.570000	40.253862	9.000000	18.797600	71.341510	55.677748	3.582747	2.000000	0.200000	0.100000
7.580000	40.264265	9.000000	18.786913	71.350275	55.709697	3.581638	2.000000	0.200000	0.100000
7.590000	40.274678	9.000000	18.776319	71.359002	55.741624	3.580529	2.000000	0.200000	0.100000
7.600000	40.285100	9.000000	18.765817	71.367690	55.773531	3.579419	2.000000	0.200000	0.100000
7.610000	40.295532	9.000000	18.755407	71.376340	55.805418	3.578308	2.000000	0.200000	0.100000
7.620000	40.305974	9.000000	18.745088	71.384953	55.837285	3.577197	2.000000	0.200000	0.100000
7.630000	40.316425	9.000000	18.734858	71.393528	55.869132	3.576085	2.000000	0.200000	0.100000
7.640000	40.326885	9.000000	18.724718	71.402066	55.900959	3.574973	2.000000	0.200000	0.100000
7.650000	40.337354	9.000000	18.714667	71.410568	55.932767	3.573860	2.000000	0.200000	0.100000
7.660000	40.347832	9.000000	18.704703	71.419033	55.964555	3.572747	2.000000	0.200000	0.100000
7.670000	40.358319	9.000000	18.694827	71.427462	55.996324	3.571633	2.000000	0.200000	0.100000
7.680000	40.368814	9.000000	18.685037	71.435855	56.028074	3.570519	2.000000	0.200000	0.100000
7.690000	40.379317	9.000000	18.675332	71.444212	56.059805	3.569404	2.000000	0.200000	0.100000
7.700000	40.389828	9.000000	18.665713	71.452534	56.091517	3.568289	2.000000	0.200000	0.100000
7.710000	40.400348	9.000000	18.656177	71.460821	56.123210	3.567174	2.000000	0.200000	0.100000
7.720000	40.410875	9.000000	18.646726	71.469074	56.154885	3.566058	2.000000	0.200000	0.100000
