Time(min)	BIS	InfusionRate(mg/min)	Q1	Q2	Q3	Ce	Kp	Ki	Kd	
0.000000	92.982400	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.200000	0.100000
0.010000	92.982400	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.200000	0.100000
0.020000	92.982400	240.000000	2.390314	0.003676	0.002180	0.000244	2.000000	0.200000	0.100000
0.030000	92.982398	240.000000	4.761418	0.014639	0.008687	0.000970	2.000000	0.200000	0.100000
0.040000	92.982377	240.000000	7.113470	0.032825	0.019484	0.002174	2.000000	0.200000	0.100000
0.050000	92.982294	240.000000	9.446630	0.058172	0.034536	0.003852	2.000000	0.200000	0.100000
0.060000	92.982086	240.000000	11.761054	0.090617	0.053811	0.005999	2.000000	0.200000	0.100000
0.070000	92.981674	240.000000	14.056898	0.130098	0.077274	0.008611	2.000000	0.200000	0.100000
0.080000	92.980960	240.000000	16.334316	0.176554	0.104890	0.011683	2.000000	0.200000	0.100000
0.090000	92.979834	240.000000	18.593460	0.229923	0.136626	0.015212	2.000000	0.200000	0.100000
0.100000	92.978170	240.000000	20.834484	0.290146	0.172450	0.019191	2.000000	0.200000	0.100000
0.110000	92.975831	240.000000	23.057537	0.357162	0.212328	0.023618	2.000000	0.200000	0.100000
0.120000	92.972667	240.000000	25.262768	0.430911	0.256228	0.028489	2.000000	0.200000	0.100000
0.130000	92.968519	240.000000	27.450326	0.511336	0.304116	0.033798	2.000000	0.200000	0.100000
0.140000	92.963215	240.000000	29.620357	0.598377	0.355962	0.039542	2.000000	0.200000	0.100000
0.150000	92.956576	240.000000	31.773007	0.691976	0.411733	0.045716	2.000000	0.200000	0.100000
0.160000	92.948412	240.000000	33.908420	0.792077	0.471397	0.052317	2.000000	0.200000	0.100000
0.170000	92.938525	240.000000	36.026740	0.898621	0.534923	0.059340	2.000000	0.200000	0.100000
0.180000	92.926711	240.000000	38.128107	1.011553	0.602281	0.066782	2.000000	0.200000	0.100000
0.190000	92.912756	0.000000	37.822350	1.127140	0.671258	0.074395	2.000000	0.200000	0.100000
0.200000	92.896972	0.000000	37.519131	1.241717	0.739679	0.081935	2.000000	0.200000	0.100000
0.210000	92.879853	0.000000	37.218431	1.355290	0.807549	0.089404	2.000000	0.200000	0.100000
0.220000	92.861454	0.000000	36.920227	1.467868	0.874872	0.096801	2.000000	0.200000	0.100000
0.230000	92.841831	0.000000	36.624500	1.579461	0.941653	0.104129	2.000000	0.200000	0.100000
0.240000	92.821036	0.000000	36.331228	1.690075	1.007896	0.111386	2.000000	0.200000	0.100000
0.250000	92.799118	0.000000	36.040391	1.799720	1.073606	0.118574	2.000000	0.200000	0.100000
0.260000	92.776123	0.000000	35.751970	1.908402	1.138787	0.125694	2.000000	0.200000	0.100000
0.270000	92.752097	0.000000	35.465943	2.016131	1.203444	0.132746	2.000000	0.200000	0.100000
0.280000	92.727084	0.000000	35.182292	2.122914	1.267580	0.139730	2.000000	0.200000	0.100000
0.290000	92.701125	0.000000	34.900995	2.228759	1.331201	0.146647	2.000000	0.200000	0.100000
0.300000	92.674261	0.000000	34.622034	2.333674	1.394310	0.153498	2.000000	0.200000	0.100000
0.310000	92.646530	0.000000	34.345390	2.437667	1.456912	0.160283	2.000000	0.200000	0.100000
0.320000	92.617970	0.000000	34.071042	2.540745	1.519011	0.167003	2.000000	0.200000	0.100000
0.330000	92.588616	0.000000	33.798972	2.642916	1.580611	0.173658	2.000000	0.200000	0.100000
0.340000	92.558505	0.000000	33.529161	2.744187	1.641716	0.180249	2.000000	0.200000	0.100000
0.350000	92.527670	0.000000	33.261590	2.844567	1.702331	0.186777	2.000000	0.200000	0.100000
0.360000	92.496144	0.000000	32.996240	2.944062	1.762459	0.193241	2.000000	0.200000	0.100000
0.370000	92.463958	0.000000	32.733094	3.042679	1.822104	0.199643	2.000000	0.200000	0.100000
0.380000	92.431143	0.000000	32.472132	3.140427	1.881271	0.205983	2.000000	0.200000	0.100000
0.390000	92.397729	0.000000	32.213336	3.237313	1.939964	0.212262	2.000000	0.200000	0.100000
0.400000	92.363745	0.000000	31.956689	3.333343	1.998186	0.218480	2.000000	0.200000	0.100000
0.410000	92.329219	0.000000	31.702173	3.428525	2.055941	0.224637	2.000000	0.200000	0.100000
0.420000	92.294178	0.000000	31.449769	3.522865	2.113234	0.230734	2.000000	0.200000	0.100000
0.430000	92.258648	0.000000	31.199461	3.616372	2.170067	0.236772	2.000000	0.200000	0.100000
0.440000	92.222655	0.000000	30.951231	3.709051	2.226445	0.242752	2.000000	0.200000	0.100000
0.450000	92.186223	0.000000	30.705061	3.800910	2.282372	0.248672	2.000000	0.200000	0.100000
0.460000	92.149378	0.000000	30.460934	3.891956	2.337851	0.254535	2.000000	0.200000	0.100000
0.470000	92.112141	0.000000	30.218834	3.982195	2.392887	0.260341	2.000000	0.200000	0.100000
0.480000	92.074536	0.000000	29.978744	4.071634	2.447482	0.266090	2.000000	0.200000	0.100000
0.490000	92.036584	0.000000	29.740647	4.160279	2.501640	0.271782	2.000000	0.200000	0.100000
0.500000	91.998308	0.000000	29.504525	4.248139	2.555366	0.277419	2.000000	0.200000	0.100000
0.510000	91.959727	0.000000	29.270364	4.335218	2.608662	0.282999	2.000000	0.200000	0.100000
0.520000	91.920861	0.000000	29.038146	4.421523	2.661532	0.288525	2.000000	0.200000	0.100000
0.530000	91.881730	0.000000	28.807856	4.507062	2.713980	0.293997	2.000000	0.200000	0.100000
0.540000	91.842353	0.000000	28.579477	4.591839	2.766010	0.299414	2.000000	0.200000	0.100000
0.550000	91.802749	0.000000	28.352993	4.675863	2.817624	0.304778	2.000000	0.200000	0.100000
0.560000	91.762934	0.000000	28.128390	4.759138	2.868826	0.310089	2.000000	0.200000	0.100000
0.570000	91.722927	0.000000	27.905650	4.841671	2.919620	0.315347	2.000000	0.200000	0.100000
0.580000	91.682743	0.000000	27.684759	4.923469	2.970008	0.320553	2.000000	0.200000	0.100000
0.590000	91.642399	0.000000	27.465701	5.004538	3.019995	0.325707	2.000000	0.200000	0.100000
0.600000	91.601912	0.000000	27.248460	5.084883	3.069584	0.330810	2.000000	0.200000	0.100000
0.610000	91.561295	0.000000	27.033023	5.164510	3.118777	0.335861	2.000000	0.200000	0.100000
0.620000	91.520564	0.000000	26.819374	5.243426	3.167579	0.340863	2.000000	0.200000	0.100000
0.630000	91.479733	0.000000	26.607497	5.321637	3.215993	0.345814	2.000000	0.200000	0.100000
0.640000	91.438816	0.000000	26.397379	5.399148	3.264021	0.350716	2.000000	0.200000	0.100000
0.650000	91.397827	0.000000	26.189004	5.475966	3.311667	0.355568	2.000000	0.200000	0.100000
0.660000	91.356779	0.000000	25.982359	5.552096	3.358934	0.360372	2.000000	0.200000	0.100000
0.670000	91.315683	0.000000	25.777428	5.627543	3.405825	0.365127	2.000000	0.200000	0.100000
0.680000	91.274553	0.000000	25.574197	5.702314	3.452343	0.369835	2.000000	0.200000	0.100000
0.690000	91.233401	240.000000	27.762967	5.780090	3.500673	0.374738	2.000000	0.200000	0.100000
0.700000	91.190073	240.000000	29.934199	5.864488	3.552961	0.380078	2.000000	0.200000	0.100000
0.710000	91.142365	240.000000	32.088038	5.955450	3.609177	0.385848	2.000000	0.200000	0.100000
0.720000	91.090182	240.000000	34.224628	6.052918	3.669289	0.392046	2.000000	0.200000	0.100000
0.730000	91.033420	240.000000	36.344114	6.156835	3.733264	0.398667	2.000000	0.200000	0.100000
0.740000	90.971970	240.000000	38.446637	6.267146	3.801073	0.405707	2.000000	0.200000	0.100000
0.750000	90.905714	240.000000	40.532338	6.383793	3.872685	0.413162	2.000000	0.200000	0.100000
0.760000	90.834530	240.000000	42.601356	6.506721	3.948068	0.421029	2.000000	0.200000	0.100000
0.770000	90.758288	240.000000	44.653831	6.635875	4.027192	0.429303	2.000000	0.200000	0.100000
0.780000	90.676855	240.000000	46.689899	6.771200	4.110028	0.437980	2.000000	0.200000	0.100000
0.790000	90.590093	240.000000	48.709696	6.912642	4.196545	0.447057	2.000000	0.200000	0.100000
0.800000	90.497859	240.000000	50.713359	7.060147	4.286714	0.456529	2.000000	0.200000	0.100000
0.810000	90.400010	240.000000	52.701020	7.213662	4.380506	0.466393	2.000000	0.200000	0.100000
0.820000	90.296397	240.000000	54.672813	7.373134	4.477891	0.476646	2.000000	0.200000	0.100000
0.830000	90.186870	240.000000	56.628869	7.538510	4.578841	0.487282	2.000000	0.200000	0.100000
0.840000	90.071279	240.000000	58.569319	7.709739	4.683327	0.498299	2.000000	0.200000	0.100000
0.850000	89.949471	240.000000	60.494292	7.886769	4.791320	0.509694	2.000000	0.200000	0.100000
0.860000	89.821295	0.000000	60.013604	8.065873	4.900612	0.521218	2.000000	0.200000	0.100000
0.870000	89.689410	0.000000	59.536905	8.243388	5.009031	0.532629	2.000000	0.200000	0.100000
0.880000	89.556617	0.000000	59.064164	8.419329	5.116582	0.543928	2.000000	0.200000	0.100000
0.890000	89.422994	0.000000	58.595346	8.593707	5.223274	0.555116	2.000000	0.200000	0.100000
0.900000	89.288620	0.000000	58.130419	8.766537	5.329113	0.566194	2.000000	0.200000	0.100000
0.910000	89.153570	0.000000	57.669352	8.937831	5.434107	0.577163	2.000000	0.200000	0.100000
0.920000	89.017915	0.000000	57.212111	9.107602	5.538262	0.588023	2.000000	0.200000	0.100000
0.930000	88.881725	0.000000	56.758665	9.275863	5.641586	0.598776	2.000000	0.200000	0.100000
0.940000	88.745066	0.000000	56.308982	9.442626	5.744085	0.609423	2.000000	0.200000	0.100000
0.950000	88.608004	0.000000	55.863032	9.607904	5.845767	0.619965	2.000000	0.200000	0.100000
0.960000	88.470601	0.000000	55.420782	9.771709	5.946638	0.630402	2.000000	0.200000	0.100000
0.970000	88.332916	0.000000	54.982203	9.934053	6.046704	0.640735	2.000000	0.200000	0.100000
0.980000	88.195008	0.000000	54.547264	10.094950	6.145973	0.650965	2.000000	0.200000	0.100000
0.990000	88.056932	0.000000	54.115934	10.254409	6.244451	0.661093	2.000000	0.200000	0.100000
1.000000	87.918742	0.000000	53.688184	10.412445	6.342145	0.671121	2.000000	0.200000	0.100000
1.010000	87.780488	0.000000	53.263983	10.569068	6.439060	0.681048	2.000000	0.200000	0.100000
1.020000	87.642221	0.000000	52.843302	10.724291	6.535205	0.690876	2.000000	0.200000	0.100000
1.030000	87.503988	0.000000	52.426113	10.878125	6.630584	0.700605	2.000000	0.200000	0.100000
1.040000	87.365835	0.000000	52.012385	11.030581	6.725205	0.710237	2.000000	0.200000	0.100000
1.050000	87.227805	0.000000	51.602090	11.181672	6.819073	0.719772	2.000000	0.200000	0.100000
1.060000	87.089942	0.000000	51.195199	11.331408	6.912195	0.729211	2.000000	0.200000	0.100000
1.070000	86.952285	0.000000	50.791685	11.479801	7.004578	0.738554	2.000000	0.200000	0.100000
1.080000	86.814874	0.000000	50.391519	11.626862	7.096226	0.747804	2.000000	0.200000	0.100000
1.090000	86.677745	0.000000	49.994673	11.772603	7.187147	0.756959	2.000000	0.200000	0.100000
1.100000	86.540935	0.000000	49.601120	11.917033	7.277346	0.766023	2.000000	0.200000	0.100000
1.110000	86.404478	0.000000	49.210832	12.060165	7.366830	0.774994	2.000000	0.200000	0.100000
1.120000	86.268406	0.000000	48.823782	12.202009	7.455603	0.783873	2.000000	0.200000	0.100000
1.130000	86.132751	0.000000	48.439943	12.342576	7.543673	0.792663	2.000000	0.200000	0.100000
1.140000	85.997544	0.000000	48.059289	12.481876	7.631045	0.801363	2.000000	0.200000	0.100000
1.150000	85.862812	0.000000	47.681792	12.619921	7.717725	0.809974	2.000000	0.200000	0.100000
1.160000	85.728584	0.000000	47.307428	12.756719	7.803718	0.818497	2.000000	0.200000	0.100000
1.170000	85.594885	0.000000	46.936169	12.892283	7.889030	0.826932	2.000000	0.200000	0.100000
1.180000	85.461741	0.000000	46.567989	13.026622	7.973667	0.835281	2.000000	0.200000	0.100000
1.190000	85.329176	0.000000	46.202864	13.159747	8.057635	0.843545	2.000000	0.200000	0.100000
1.200000	85.197211	0.000000	45.840768	13.291667	8.140939	0.851723	2.000000	0.200000	0.100000
1.210000	85.065871	0.000000	45.481675	13.422393	8.223584	0.859816	2.000000	0.200000	0.100000
1.220000	84.935174	0.000000	45.125561	13.551934	8.305576	0.867826	2.000000	0.200000	0.100000
1.230000	84.805140	0.000000	44.772401	13.680301	8.386921	0.875753	2.000000	0.200000	0.100000
1.240000	84.675789	0.000000	44.422170	13.807503	8.467623	0.883598	2.000000	0.200000	0.100000
1.250000	84.547137	0.000000	44.074844	13.933551	8.547688	0.891361	2.000000	0.200000	0.100000
1.260000	84.419203	0.000000	43.730399	14.058453	8.627122	0.899044	2.000000	0.200000	0.100000
1.270000	84.292001	0.000000	43.388810	14.182219	8.705929	0.906646	2.000000	0.200000	0.100000
1.280000	84.165547	0.000000	43.050055	14.304859	8.784115	0.914169	2.000000	0.200000	0.100000
1.290000	84.039855	0.000000	42.714109	14.426383	8.861685	0.921613	2.000000	0.200000	0.100000
1.300000	83.914940	0.000000	42.380949	14.546799	8.938645	0.928979	2.000000	0.200000	0.100000
1.310000	83.790812	0.000000	42.050552	14.666116	9.014998	0.936267	2.000000	0.200000	0.100000
1.320000	83.667485	0.000000	41.722895	14.784345	9.090750	0.943479	2.000000	0.200000	0.100000
1.330000	83.544970	0.000000	41.397956	14.901494	9.165907	0.950615	2.000000	0.200000	0.100000
1.340000	83.423277	0.000000	41.075710	15.017571	9.240472	0.957675	2.000000	0.200000	0.100000
1.350000	83.302417	0.000000	40.756137	15.132587	9.314452	0.964660	2.000000	0.200000	0.100000
1.360000	83.182398	240.000000	42.829528	15.250225	9.390031	0.971815	2.000000	0.200000	0.100000
1.370000	83.059021	240.000000	44.886337	15.374107	9.469359	0.979379	2.000000	0.200000	0.100000
1.380000	82.928104	240.000000	46.926700	15.504176	9.552406	0.987348	2.000000	0.200000	0.100000
1.390000	82.789644	240.000000	48.950755	15.640379	9.639143	0.995719	2.000000	0.200000	0.100000
1.400000	82.643633	240.000000	50.958637	15.782661	9.729539	1.004487	2.000000	0.200000	0.100000
1.410000	82.490066	240.000000	52.950480	15.930970	9.823565	1.013649	2.000000	0.200000	0.100000
1.420000	82.328934	240.000000	54.926418	16.085252	9.921193	1.023200	2.000000	0.200000	0.100000
1.430000	82.160230	240.000000	56.886582	16.245455	10.022392	1.033138	2.000000	0.200000	0.100000
1.440000	81.983947	240.000000	58.831104	16.411526	10.127135	1.043458	2.000000	0.200000	0.100000
1.450000	81.800079	240.000000	60.760112	16.583414	10.235393	1.054157	2.000000	0.200000	0.100000
1.460000	81.608619	240.000000	62.673738	16.761067	10.347137	1.065231	2.000000	0.200000	0.100000
1.470000	81.409565	240.000000	64.572106	16.944435	10.462341	1.076677	2.000000	0.200000	0.100000
1.480000	81.202912	240.000000	66.455346	17.133468	10.580975	1.088490	2.000000	0.200000	0.100000
1.490000	80.988662	240.000000	68.323581	17.328114	10.703013	1.100668	2.000000	0.200000	0.100000
1.500000	80.766816	240.000000	70.176937	17.528325	10.828427	1.113207	2.000000	0.200000	0.100000
1.510000	80.537379	240.000000	72.015538	17.734052	10.957191	1.126102	2.000000	0.200000	0.100000
1.520000	80.300359	240.000000	73.839505	17.945245	11.089277	1.139352	2.000000	0.200000	0.100000
1.530000	80.055768	0.000000	73.258646	18.158181	11.222478	1.152708	2.000000	0.200000	0.100000
1.540000	79.808147	0.000000	72.682606	18.369200	11.354622	1.165929	2.000000	0.200000	0.100000
1.550000	79.562029	0.000000	72.111345	18.578319	11.485720	1.179015	2.000000	0.200000	0.100000
1.560000	79.317460	0.000000	71.544823	18.785552	11.615778	1.191968	2.000000	0.200000	0.100000
1.570000	79.074481	0.000000	70.983001	18.990916	11.744806	1.204788	2.000000	0.200000	0.100000
1.580000	78.833130	0.000000	70.425840	19.194427	11.872812	1.217478	2.000000	0.200000	0.100000
1.590000	78.593443	0.000000	69.873302	19.396100	11.999806	1.230037	2.000000	0.200000	0.100000
1.600000	78.355452	0.000000	69.325346	19.595950	12.125794	1.242467	2.000000	0.200000	0.100000
1.610000	78.119190	0.000000	68.781936	19.793992	12.250786	1.254770	2.000000	0.200000	0.100000
1.620000	77.884684	0.000000	68.243034	19.990242	12.374790	1.266946	2.000000	0.200000	0.100000
1.630000	77.651960	0.000000	67.708602	20.184715	12.497813	1.278996	2.000000	0.200000	0.100000
1.640000	77.421043	0.000000	67.178603	20.377425	12.619865	1.290922	2.000000	0.200000	0.100000
1.650000	77.191955	0.000000	66.653000	20.568387	12.740953	1.302725	2.000000	0.200000	0.100000
1.660000	76.964715	0.000000	66.131757	20.757616	12.861085	1.314405	2.000000	0.200000	0.100000
1.670000	76.739342	0.000000	65.614836	20.945126	12.980269	1.325963	2.000000	0.200000	0.100000
1.680000	76.515852	0.000000	65.102204	21.130931	13.098514	1.337402	2.000000	0.200000	0.100000
1.690000	76.294260	0.000000	64.593822	21.315047	13.215826	1.348721	2.000000	0.200000	0.100000
1.700000	76.074579	0.000000	64.089658	21.497486	13.332213	1.359921	2.000000	0.200000	0.100000
1.710000	75.856821	0.000000	63.589674	21.678263	13.447683	1.371005	2.000000	0.200000	0.100000
1.720000	75.640995	0.000000	63.093837	21.857392	13.562245	1.381972	2.000000	0.200000	0.100000
1.730000	75.427110	0.000000	62.602112	22.034887	13.675904	1.392824	2.000000	0.200000	0.100000
1.740000	75.215174	0.000000	62.114464	22.210761	13.788669	1.403562	2.000000	0.200000	0.100000
1.750000	75.005192	0.000000	61.630861	22.385027	13.900548	1.414187	2.000000	0.200000	0.100000
1.760000	74.797169	0.000000	61.151267	22.557700	14.011547	1.424699	2.000000	0.200000	0.100000
1.770000	74.591110	0.000000	60.675651	22.728793	14.121674	1.435100	2.000000	0.200000	0.100000
1.780000	74.387016	0.000000	60.203978	22.898318	14.230935	1.445390	2.000000	0.200000	0.100000
1.790000	74.184890	0.000000	59.736217	23.066289	14.339339	1.455572	2.000000	0.200000	0.100000
1.800000	73.984731	0.000000	59.272333	23.232719	14.446893	1.465644	2.000000	0.200000	0.100000
1.810000	73.786540	0.000000	58.812296	23.397620	14.553603	1.475609	2.000000	0.200000	0.100000
1.820000	73.590315	0.000000	58.356074	23.561006	14.659476	1.485468	2.000000	0.200000	0.100000
1.830000	73.396054	0.000000	57.903633	23.722889	14.764519	1.495220	2.000000	0.200000	0.100000
1.840000	73.203754	0.000000	57.454944	23.883282	14.868740	1.504868	2.000000	0.200000	0.100000
1.850000	73.013412	0.000000	57.009975	24.042197	14.972144	1.514412	2.000000	0.200000	0.100000
1.860000	72.825023	0.000000	56.568694	24.199647	15.074739	1.523853	2.000000	0.200000	0.100000
1.870000	72.638582	0.000000	56.131072	24.355643	15.176532	1.533192	2.000000	0.200000	0.100000
1.880000	72.454084	0.000000	55.697078	24.510198	15.277529	1.542430	2.000000	0.200000	0.100000
1.890000	72.271522	0.000000	55.266681	24.663324	15.377737	1.551567	2.000000	0.200000	0.100000
1.900000	72.090890	0.000000	54.839852	24.815033	15.477162	1.560605	2.000000	0.200000	0.100000
1.910000	71.912180	0.000000	54.416560	24.965337	15.575810	1.569544	2.000000	0.200000	0.100000
1.920000	71.735385	0.000000	53.996778	25.114247	15.673689	1.578385	2.000000	0.200000	0.100000
1.930000	71.560496	0.000000	53.580475	25.261776	15.770804	1.587130	2.000000	0.200000	0.100000
1.940000	71.387504	0.000000	53.167622	25.407934	15.867163	1.595778	2.000000	0.200000	0.100000
1.950000	71.216400	0.000000	52.758191	25.552733	15.962770	1.604331	2.000000	0.200000	0.100000
1.960000	71.047175	0.000000	52.352154	25.696185	16.057633	1.612789	2.000000	0.200000	0.100000
1.970000	70.879818	0.000000	51.949481	25.838301	16.151757	1.621154	2.000000	0.200000	0.100000
1.980000	70.714321	0.000000	51.550146	25.979091	16.245149	1.629426	2.000000	0.200000	0.100000
1.990000	70.550671	0.000000	51.154120	26.118568	16.337815	1.637606	2.000000	0.200000	0.100000
2.000000	70.388858	0.000000	50.761376	26.256742	16.429760	1.645695	2.000000	0.200000	0.100000
2.010000	70.228872	0.000000	50.371887	26.393623	16.520991	1.653693	2.000000	0.200000	0.100000
2.020000	70.070700	0.000000	49.985625	26.529224	16.611514	1.661601	2.000000	0.200000	0.100000
2.030000	69.914331	240.000000	51.992877	26.667229	16.703515	1.669665	2.000000	0.200000	0.100000
2.040000	69.754938	240.000000	53.984093	26.811262	16.799145	1.678122	2.000000	0.200000	0.100000
2.050000	69.587790	240.000000	55.959406	26.961269	16.898374	1.686971	2.000000	0.200000	0.100000
2.060000	69.412973	240.000000	57.918948	27.117198	17.001174	1.696207	2.000000	0.200000	0.100000
2.070000	69.230575	240.000000	59.862849	27.278996	17.107517	1.705825	2.000000	0.200000	0.100000
2.080000	69.040686	240.000000	61.791239	27.446612	17.217374	1.715824	2.000000	0.200000	0.100000
2.090000	68.843395	240.000000	63.704248	27.619994	17.330716	1.726198	2.000000	0.200000	0.100000
2.100000	68.638796	240.000000	65.602003	27.799092	17.447515	1.736945	2.000000	0.200000	0.100000
2.110000	68.426980	240.000000	67.484630	27.983856	17.567745	1.748060	2.000000	0.200000	0.100000
2.120000	68.208044	240.000000	69.352256	28.174235	17.691377	1.759540	2.000000	0.200000	0.100000
2.130000	67.982085	240.000000	71.205004	28.370179	17.818384	1.771383	2.000000	0.200000	0.100000
2.140000	67.749200	240.000000	73.042998	28.571640	17.948738	1.783583	2.000000	0.200000	0.100000
2.150000	67.509491	240.000000	74.866361	28.778568	18.082415	1.796138	2.000000	0.200000	0.100000
2.160000	67.263061	240.000000	76.675215	28.990917	18.219385	1.809044	2.000000	0.200000	0.100000
2.170000	67.010012	240.000000	78.469679	29.208636	18.359624	1.822297	2.000000	0.200000	0.100000
2.180000	66.750454	240.000000	80.249872	29.431679	18.503105	1.835896	2.000000	0.200000	0.100000
2.190000	66.484493	240.000000	82.015915	29.659999	18.649803	1.849835	2.000000	0.200000	0.100000
2.200000	66.212241	0.000000	81.377609	29.889874	18.797509	1.863868	2.000000	0.200000	0.100000
2.210000	65.938559	0.000000	80.744596	30.117645	18.944056	1.877754	2.000000	0.200000	0.100000
2.220000	65.668188	0.000000	80.116832	30.343330	19.089451	1.891492	2.000000	0.200000	0.100000
2.230000	65.401109	0.000000	79.494274	30.566946	19.233704	1.905084	2.000000	0.200000	0.100000
2.240000	65.137301	0.000000	78.876877	30.788511	19.376825	1.918532	2.000000	0.200000	0.100000
2.250000	64.876741	0.000000	78.264600	31.008042	19.518823	1.931837	2.000000	0.200000	0.100000
2.260000	64.619407	0.000000	77.657399	31.225556	19.659708	1.945000	2.000000	0.200000	0.100000
2.270000	64.365274	0.000000	77.055232	31.441070	19.799489	1.958022	2.000000	0.200000	0.100000
2.280000	64.114318	0.000000	76.458058	31.654600	19.938174	1.970905	2.000000	0.200000	0.100000
2.290000	63.866515	0.000000	75.865834	31.866163	20.075773	1.983649	2.000000	0.200000	0.100000
2.300000	63.621837	0.000000	75.278521	32.075776	20.212296	1.996256	2.000000	0.200000	0.100000
2.310000	63.380260	0.000000	74.696076	32.283454	20.347750	2.008727	2.000000	0.200000	0.100000
2.320000	63.141756	0.000000	74.118459	32.489215	20.482145	2.021063	2.000000	0.200000	0.100000
2.330000	62.906299	0.000000	73.545631	32.693073	20.615489	2.033266	2.000000	0.200000	0.100000
2.340000	62.673860	0.000000	72.977551	32.895046	20.747792	2.045336	2.000000	0.200000	0.100000
2.350000	62.444412	0.000000	72.414181	33.095148	20.879062	2.057275	2.000000	0.200000	0.100000
2.360000	62.217927	0.000000	71.855479	33.293395	21.009307	2.069083	2.000000	0.200000	0.100000
2.370000	61.994376	0.000000	71.301409	33.489803	21.138535	2.080763	2.000000	0.200000	0.100000
2.380000	61.773731	0.000000	70.751931	33.684388	21.266757	2.092314	2.000000	0.200000	0.100000
2.390000	61.555963	0.000000	70.207008	33.877164	21.393978	2.103739	2.000000	0.200000	0.100000
2.400000	61.341044	0.000000	69.666600	34.068146	21.520209	2.115037	2.000000	0.200000	0.100000
2.410000	61.128944	0.000000	69.130672	34.257350	21.645457	2.126212	2.000000	0.200000	0.100000
2.420000	60.919634	0.000000	68.599185	34.444791	21.769731	2.137262	2.000000	0.200000	0.100000
2.430000	60.713085	0.000000	68.072102	34.630482	21.893037	2.148190	2.000000	0.200000	0.100000
2.440000	60.509268	0.000000	67.549387	34.814440	22.015385	2.158996	2.000000	0.200000	0.100000
2.450000	60.308155	0.000000	67.031004	34.996677	22.136783	2.169682	2.000000	0.200000	0.100000
2.460000	60.109715	0.000000	66.516917	35.177210	22.257237	2.180249	2.000000	0.200000	0.100000
2.470000	59.913920	0.000000	66.007090	35.356051	22.376757	2.190697	2.000000	0.200000	0.100000
2.480000	59.720740	0.000000	65.501486	35.533216	22.495349	2.201028	2.000000	0.200000	0.100000
2.490000	59.530148	0.000000	65.000073	35.708717	22.613022	2.211242	2.000000	0.200000	0.100000
2.500000	59.342114	0.000000	64.502813	35.882570	22.729783	2.221341	2.000000	0.200000	0.100000
2.510000	59.156610	0.000000	64.009674	36.054788	22.845640	2.231326	2.000000	0.200000	0.100000
2.520000	58.973607	0.000000	63.520620	36.225384	22.960599	2.241198	2.000000	0.200000	0.100000
2.530000	58.793076	0.000000	63.035618	36.394372	23.074669	2.250957	2.000000	0.200000	0.100000
2.540000	58.614990	0.000000	62.554634	36.561766	23.187857	2.260605	2.000000	0.200000	0.100000
2.550000	58.439320	0.000000	62.077634	36.727578	23.300171	2.270142	2.000000	0.200000	0.100000
2.560000	58.266039	0.000000	61.604586	36.891823	23.411616	2.279570	2.000000	0.200000	0.100000
2.570000	58.095118	0.000000	61.135456	37.054513	23.522202	2.288889	2.000000	0.200000	0.100000
2.580000	57.926531	0.000000	60.670212	37.215662	23.631934	2.298101	2.000000	0.200000	0.100000
2.590000	57.760250	0.000000	60.208822	37.375281	23.740820	2.307206	2.000000	0.200000	0.100000
2.600000	57.596248	0.000000	59.751253	37.533384	23.848866	2.316205	2.000000	0.200000	0.100000
2.610000	57.434498	0.000000	59.297475	37.689984	23.956081	2.325099	2.000000	0.200000	0.100000
2.620000	57.274974	0.000000	58.847454	37.845094	24.062470	2.333890	2.000000	0.200000	0.100000
2.630000	57.117649	0.000000	58.401161	37.998725	24.168041	2.342578	2.000000	0.200000	0.100000
2.640000	56.962498	0.000000	57.958563	38.150890	24.272800	2.351163	2.000000	0.200000	0.100000
2.650000	56.809493	0.000000	57.519631	38.301601	24.376754	2.359648	2.000000	0.200000	0.100000
2.660000	56.658610	0.000000	57.084334	38.450871	24.479909	2.368031	2.000000	0.200000	0.100000
2.670000	56.509823	0.000000	56.652641	38.598711	24.582273	2.376316	2.000000	0.200000	0.100000
2.680000	56.363108	0.000000	56.224523	38.745134	24.683852	2.384502	2.000000	0.200000	0.100000
2.690000	56.218438	0.000000	55.799950	38.890152	24.784652	2.392590	2.000000	0.200000	0.100000
2.700000	56.075790	240.000000	57.769206	39.037451	24.886860	2.400825	2.000000	0.200000	0.100000
2.710000	55.930856	240.000000	59.722738	39.190656	24.992628	2.409447	2.000000	0.200000	0.100000
2.720000	55.779445	240.000000	61.660676	39.349713	25.101928	2.418451	2.000000	0.200000	0.100000
2.730000	55.621668	240.000000	63.583150	39.514572	25.214730	2.427835	2.000000	0.200000	0.100000
2.740000	55.457639	240.000000	65.490288	39.685181	25.331007	2.437594	2.000000	0.200000	0.100000
2.750000	55.287471	240.000000	67.382217	39.861490	25.450731	2.447725	2.000000	0.200000	0.100000
2.760000	55.111279	240.000000	69.259063	40.043449	25.573874	2.458225	2.000000	0.200000	0.100000
2.770000	54.929179	240.000000	71.120953	40.231007	25.700408	2.469089	2.000000	0.200000	0.100000
